UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Type_enc,Air temperature [K]_rolling_mean,Process temperature [K]_rolling_mean,Rotational speed [rpm]_rolling_mean,Torque [Nm]_rolling_mean,Tool wear [min]_rolling_mean,Air temperature [K]_rolling_std,Process temperature [K]_rolling_std,Rotational speed [rpm]_rolling_std,Torque [Nm]_rolling_std,Tool wear [min]_rolling_std,Air temperature [K]_rolling_var,Process temperature [K]_rolling_var,Rotational speed [rpm]_rolling_var,Torque [Nm]_rolling_var,Tool wear [min]_rolling_var
8469,H37882,H,298.6,309.7,1463,39.1,66,0,0,0,0,0,0,0,298.64,309.76,1556.6,34.760000000000005,61.0,0.05477225575590681,0.05477225575961407,120.55828465932524,6.314111180522633,4.6904157598206355,0.003000000000590466,0.003000000000996577,14534.299999998895,39.86800000000092,21.999999999973788
8470,M23329,M,298.6,309.7,1280,64.1,71,0,0,0,0,0,0,2,298.64,309.76000000000005,1478.2,42.08,64.4,0.05477225575590681,0.05477225575961407,150.49485041023462,13.225808103855211,4.505552130424775,0.003000000000590466,0.003000000000996577,22648.699999998895,174.92200000000216,20.299999999975228
8471,L55650,L,298.7,309.9,1464,38.0,74,0,0,0,0,0,0,1,298.64,309.78,1476.0,41.58,67.4,0.05477225575590681,0.08366600265975033,150.63366157668375,13.347171985106137,4.9799598391931275,0.003000000000590466,0.00700000000106135,22690.499999998894,178.14700000000207,24.799999999976443
8472,L55651,L,298.6,309.8,1332,46.4,76,0,0,0,0,0,0,1,298.62,309.78,1448.6,43.18,70.2,0.04472135955652639,0.08366600265975033,164.0847342076614,13.350168538262068,5.118593556825699,0.002000000000584114,0.00700000000106135,26923.79999999889,178.22700000000236,26.199999999977557
8473,L55652,L,298.5,309.7,1634,37.8,78,0,0,0,0,0,0,1,298.6,309.76,1434.6,45.08,73.0,0.07071067812275551,0.08944271910555468,137.71274450826579,11.207006736858986,4.690415759821154,0.0050000000005799355,0.008000000000995156,18964.79999999889,125.59700000000271,21.999999999978655
8474,M23333,M,298.6,309.8,1430,43.1,80,0,0,0,0,0,0,2,298.6,309.78,1428.0,45.88,75.8,0.07071067812275551,0.08366600265974142,136.7991228042011,10.809116522639714,3.4928498393116993,0.0050000000005799355,0.007000000001059857,18713.99999999889,116.83700000000286,12.199999999979763
8475,M23334,M,298.5,309.7,1523,44.6,83,0,0,0,0,0,0,2,298.58000000000004,309.78,1476.6,41.980000000000004,78.2,0.08366600265685159,0.0836660026597414,111.9901781407588,3.904100408545132,3.492849839311835,0.007000000000576297,0.007000000001059856,12541.799999998892,15.242000000002268,12.19999999998071
8476,M23335,M,298.5,309.7,1557,37.7,86,0,0,0,0,0,0,2,298.54,309.74,1495.2,41.92,80.6,0.05477225575571156,0.054772255759041315,116.98589658586582,3.9820848810644716,3.974921382868051,0.0030000000005690783,0.0030000000009338347,13685.699999998891,15.857000000002248,15.799999999981662
8477,L55656,L,298.5,309.6,1585,32.2,89,0,0,0,0,0,0,1,298.52,309.7,1545.8,39.08,83.2,0.04472135955629044,0.07071067812432284,76.43755621419938,4.93730695825181,4.438468204232479,0.00200000000056301,0.005000000000801589,5842.699999998889,24.377000000001736,19.699999999982687
8478,H37891,H,298.5,309.6,1579,33.5,91,0,0,0,0,0,0,0,298.52,309.68,1534.8,38.22,85.8,0.04472135955629044,0.08366600265779915,63.42081677177367,5.552206768484183,4.438468204232595,0.00200000000056301,0.007000000000734854,4022.199999998889,30.827000000001576,19.699999999983714
8479,M23338,M,298.5,309.7,1354,60.8,96,0,0,0,0,0,0,2,298.5,309.66,1519.6,41.760000000000005,89.0,7.451706830041583e-07,0.05477225575662191,95.70684406038518,11.690722817687629,4.949747468304316,5.552793468088839e-13,0.003000000000668802,9159.799999998886,136.6730000000022,24.49999999998498
8480,L55659,L,298.6,309.7,1627,33.4,99,0,0,0,0,0,0,1,298.52,309.65999999999997,1540.4,39.52,92.2,0.04472135955626184,0.05477225575662191,107.23712043876823,12.077127141833103,5.263078946774999,0.002000000000560452,0.003000000000668802,11499.799999998884,145.8570000000018,27.699999999986233
8481,L55660,L,298.4,309.6,1477,35.6,101,0,0,0,0,0,0,1,298.5,309.64,1524.4,39.1,95.2,0.07071067812260629,0.05477225575603425,110.0717947523292,12.192210628101932,5.118593556826661,0.005000000000558832,0.0030000000006044267,12115.799999998886,148.65000000000174,26.199999999987405
8482,M23341,M,298.3,309.4,1595,29.0,103,0,0,0,0,0,0,2,298.46,309.6,1526.4,38.46,98.0,0.1140175425123455,0.1224744871411121,111.52936832959686,12.717625564546301,4.690415759822204,0.013000000000554512,0.015000000000478433,12438.799999998884,161.73800000000165,21.999999999988503
8483,L55662,L,298.4,309.5,1520,38.1,106,0,0,0,0,0,0,1,298.44,309.58,1514.6,39.38,101.0,0.1140175425123455,0.1303840481056361,107.62574041556641,12.432296650257417,3.8078865529306,0.013000000000554512,0.017000000000412834,11583.299999998884,154.5620000000018,14.499999999989686
8484,L55663,L,298.3,309.4,1618,31.5,108,0,0,0,0,0,0,1,298.4,309.52,1567.4,33.519999999999996,103.4,0.12247448714142611,0.13038404810488735,65.75180605883679,3.5294475488383186,3.6469165057608115,0.01500000000055535,0.017000000000217577,4323.299999998887,12.457000000000814,13.299999999990646
8485,L55664,L,298.4,309.5,1397,50.3,110,0,0,0,0,0,0,1,298.36,309.48,1521.4,36.9,105.6,0.05477225575558443,0.08366600265391716,89.71789119233071,8.280398541133234,3.6469165057609327,0.0030000000005551515,0.007000000000085274,8049.299999998892,68.5650000000014,13.299999999991533
8486,L55665,L,298.4,309.5,1450,47.9,112,0,0,0,0,0,0,1,298.36,309.46,1516.0,39.36,107.8,0.05477225575558443,0.054772255750668734,93.77899551604767,9.530372500589987,3.49284983931351,0.0030000000005551515,0.0030000000000166642,8794.49999999889,90.82800000000184,12.199999999992412
8487,M23346,M,298.5,309.5,1501,40.2,114,0,0,0,0,0,0,2,298.4,309.48,1497.2,41.6,110.0,0.0707106781225862,0.044721359550922185,82.75687282636343,7.6092049518988665,3.1622776601673177,0.00500000000055599,0.0020000000000828587,6848.69999999889,57.90000000000223,9.999999999993285
8488,L55667,L,298.4,309.4,1392,50.1,117,0,0,0,0,0,0,1,298.4,309.46,1471.6,44.0,112.2,0.0707106781225862,0.05477225575066874,93.09296428838695,8.105553651663941,3.4928498393137586,0.00500000000055599,0.0030000000000166647,8666.299999998888,65.70000000000266,12.199999999994148
8489,L55668,L,298.4,309.4,1385,43.2,119,0,0,0,0,0,0,1,298.41999999999996,309.46,1425.0,46.339999999999996,114.4,0.04472135955623722,0.05477225575066874,49.68400144914743,4.466878104448684,3.6469165057614115,0.0020000000005582497,0.0030000000000166647,2468.499999998884,19.95300000000307,13.299999999995023
8490,L55669,L,298.4,309.4,1461,46.3,121,0,0,0,0,0,0,1,298.41999999999996,309.43999999999994,1437.8,45.54,116.6,0.04472135955623722,0.0547722557500694,48.90500996829348,3.9029476040555475,3.646916505761533,0.0020000000005582497,0.0029999999999510106,2391.6999999988843,15.233000000002939,13.29999999999591
8491,M23350,M,298.5,309.6,1364,58.7,123,0,0,0,0,0,0,2,298.43999999999994,309.46,1420.6,47.7,118.8,0.05477225575563113,0.08944271910009825,57.847212551676876,7.1627508682072225,3.4928498393141365,0.0030000000005602676,0.00800000000001908,3346.2999999988824,51.30500000000332,12.19999999999679
8492,L55671,L,298.5,309.5,1579,38.6,126,0,0,0,0,0,0,1,298.43999999999994,309.46,1436.2,47.38,121.2,0.05477225575563113,0.08944271910009825,87.74223612376697,7.603749075291955,3.492849839314272,0.0030000000005602676,0.00800000000001908,7698.699999998878,57.81700000000327,12.199999999997736
8493,M23352,M,298.4,309.5,1514,38.8,128,0,0,0,0,0,0,2,298.43999999999994,309.48,1460.6,45.12,123.4,0.05477225575563113,0.08366600265391717,89.3269276310278,8.245422972777254,3.6469165057619035,0.0030000000005602676,0.007000000000085275,7979.299999998879,67.9870000000029,13.299999999998612
8494,M23353,M,298.3,309.5,1560,36.9,131,0,0,0,0,0,0,2,298.41999999999996,309.5,1495.6,43.86,125.8,0.08366600265673524,0.07071067811972963,86.54074185029201,9.053894189794947,3.962322551231736,0.007000000000556828,0.00500000000015201,7489.299999998883,81.9730000000027,15.699999999999575
8495,L55674,L,298.3,309.5,1542,36.7,134,0,0,0,0,0,0,1,298.4,309.52000000000004,1511.8,41.94,128.4,0.10000000000277284,0.044721359552447465,86.02441513895276,9.417696108921884,4.277849927241561,0.010000000000554569,0.002000000000219284,7400.199999998885,88.6930000000024,18.300000000000622
8496,L55675,L,298.3,309.4,1668,27.1,136,0,0,0,0,0,0,1,298.36,309.47999999999996,1572.6,35.620000000000005,131.0,0.08944271910308704,0.04472135955092219,58.46195343981323,4.857674340669766,4.123105625617865,0.00800000000055373,0.0020000000000828595,3417.7999999988897,23.597000000001454,17.000000000001684
8497,M23356,M,298.3,309.4,1816,22.6,138,0,0,0,0,0,0,2,298.32000000000005,309.46,1620.0,32.42,133.4,0.04472135955621576,0.05477225575066875,124.13702106945732,7.138417191506881,3.974921382870707,0.002000000000556331,0.0030000000000166656,15409.99999999889,50.95700000000099,15.800000000002774
8498,M23357,M,298.3,309.4,1509,34.2,141,0,0,0,0,0,0,2,298.3,309.43999999999994,1619.0,31.5,136.0,7.483108790644321e-07,0.05477225575006941,125.2198067399838,6.365139432879761,3.807886552932474,5.599691717261831e-13,0.0029999999999510115,15679.99999999889,40.515000000000875,14.500000000003958
8499,L55678,L,298.4,309.6,1479,37.8,144,0,0,0,0,0,0,1,298.32000000000005,309.46,1602.8,31.68,138.6,0.04472135955621576,0.08944271910009827,139.2181741009373,6.565592128665997,3.9749213828710013,0.002000000000556331,0.008000000000019082,19381.699999998888,43.107000000000895,15.800000000005113
8500,L55679,L,298.4,309.6,1655,30.2,146,0,0,0,0,0,0,1,298.34000000000003,309.47999999999996,1625.4,30.380000000000003,141.0,0.054772255755572756,0.10954451150143348,136.01580790481262,5.936497283752492,4.123105625618409,0.0030000000005538725,0.012000000000087692,18500.299999998886,35.242000000000715,17.000000000006178
8501,L55680,L,298.3,309.5,1711,30.3,148,0,0,0,0,0,0,1,298.34,309.5,1634.0,31.020000000000003,143.4,0.054772255755572756,0.10000000000077214,140.66271716414013,5.6605653427904885,3.974921382871272,0.0030000000005538725,0.010000000000154427,19785.999999998887,32.042000000000805,15.800000000007268
8502,L55681,L,298.4,309.7,1581,34.6,150,0,0,0,0,0,0,1,298.36,309.56,1587.0,33.42,145.8,0.05477225575556108,0.11401754251148441,97.19053451853677,3.212786952164918,3.492849839315797,0.0030000000005525936,0.013000000000358154,9445.999999998887,10.322000000001143,12.200000000008387
8503,H37916,H,298.6,309.8,1279,55.9,152,0,0,0,0,0,0,0,298.41999999999996,309.64,1541.0,37.760000000000005,148.0,0.10954451150356247,0.11401754251265848,170.28211884986305,10.628405336643958,3.162277660169863,0.012000000000554128,0.013000000000625886,28995.999999998887,112.96300000000176,10.000000000009383
8504,L55683,L,298.5,309.8,1468,40.9,157,0,0,0,0,0,0,1,298.43999999999994,309.68,1538.8,38.379999999999995,150.6,0.11401754251234145,0.1303840481069729,171.3511015429982,10.721333872238185,4.219004621947047,0.01300000000055359,0.017000000000761427,29361.199999998884,114.94700000000184,17.80000000001054
8505,L55684,L,298.4,309.7,1419,41.3,159,0,0,0,0,0,0,1,298.44,309.7,1491.6,40.6,153.2,0.11401754251234145,0.1224744871425503,163.67284441836674,9.705153270299348,4.658325879542104,0.01300000000055359,0.015000000000830719,26788.799999998882,94.19000000000213,21.700000000011716
8506,L55685,L,298.4,309.7,1530,38.6,161,0,0,0,0,0,0,1,298.46000000000004,309.74,1455.4,42.26,155.8,0.08944271910309737,0.05477225575935524,116.12622442841614,8.076075779733767,4.6583258795422315,0.00800000000055558,0.003000000000968223,13485.299999998873,65.22300000000236,21.700000000012906
8507,L55686,L,298.4,309.6,1710,27.3,163,1,0,0,0,0,0,1,298.46,309.71999999999997,1481.2,40.8,158.4,0.08944271910309737,0.08366600265878088,157.84391024046153,10.190191362285704,4.21900462194747,0.00800000000055558,0.00700000000089913,24914.699999998873,103.84000000000216,17.800000000014116
8508,L55687,L,298.4,309.7,1518,39.8,165,0,0,0,0,0,0,1,298.41999999999996,309.7,1529.0,37.58,161.0,0.04472135955624359,0.07071067812453787,110.34491379306465,5.841831904462996,3.1622776601707994,0.00200000000055882,0.005000000000831998,12175.99999999887,34.12700000000175,10.000000000015307
8509,M23368,M,298.4,309.7,1679,33.3,167,0,0,0,0,0,0,2,298.4,309.67999999999995,1571.2,36.06,163.0,7.499720436345233e-07,0.044721359558553296,121.0152882903597,5.750043478096627,3.162277660170939,5.624580662333433e-13,0.002000000000765406,14644.69999999887,33.06300000000156,10.000000000016188
8510,M23369,M,298.4,309.7,1870,22.5,170,0,0,0,0,0,0,2,298.4,309.68,1661.4,32.3,165.2,7.499720436345233e-07,0.044721359558553296,144.92687811444384,7.382072879618639,3.4928498393170546,5.624580662333433e-13,0.002000000000765406,21003.79999999886,54.49500000000103,12.200000000017173
8511,L55690,L,298.3,309.7,1484,44.3,173,0,0,0,0,0,0,1,298.38,309.68,1652.2,33.44,167.6,0.0447213595563135,0.044721359558553296,156.36239957227204,8.885268707248036,3.974921382872654,0.0020000000005650728,0.002000000000765406,24449.199999998862,78.94800000000117,15.800000000018255
8512,L55691,L,298.4,309.7,1457,44.2,175,0,0,0,0,0,0,1,298.38,309.7,1601.6,36.81999999999999,170.0,0.0447213595563135,9.122172691928049e-07,173.0297662253488,9.175347404867116,4.123105625620004,0.0020000000005650728,8.321403462135782e-13,29939.299999998857,84.18700000000172,17.00000000001932
8513,H37926,H,298.3,309.6,1546,36.2,177,0,0,0,0,0,0,0,298.36,309.68,1607.2,36.1,172.4,0.05477225575569925,0.044721359558553296,170.07557143810766,9.023026099929092,3.9749213828729255,0.00300000000056773,0.002000000000765406,28925.69999999886,81.4150000000016,15.80000000002041
8514,M23373,M,298.2,309.5,1478,36.5,182,0,0,0,0,0,0,2,298.32,309.64,1567.0,36.739999999999995,175.4,0.08366600265684353,0.08944271910353646,172.597798363707,8.887238041146512,4.505552130429945,0.007000000000574949,0.008000000000634127,29789.999999998858,78.98300000000168,20.300000000021818
8515,L55694,L,298.2,309.4,1447,47.1,185,0,0,0,0,0,0,1,298.28,309.58,1482.4,41.66,178.4,0.0836660026568809,0.1303840481057353,38.61735361205968,4.986281179396367,4.979959839197825,0.007000000000581201,0.0170000000004387,1491.2999999988588,24.863000000002426,24.800000000023225
8516,L55695,L,298.2,309.4,1443,45.4,187,0,0,0,0,0,0,1,298.26,309.52,1474.2,41.88,181.2,0.08944271910325188,0.13038404810498652,42.36389972605047,5.153348426023847,5.118593556830286,0.00800000000058322,0.017000000000243442,1794.6999999988593,26.557000000002454,26.200000000024517
8517,L55696,L,298.3,309.6,1527,30.9,189,0,0,0,0,0,0,1,298.24,309.5,1488.2,39.22,184.0,0.05477225575588281,0.10000000000090144,46.612230154744346,6.81960409408069,4.690415759826177,0.0030000000005878376,0.010000000000180288,2172.6999999988584,46.50700000000211,22.00000000002577
8518,M23377,M,298.3,309.6,1469,54.8,191,0,0,0,0,0,0,2,298.24,309.5,1472.8,42.94,186.8,0.05477225575588281,0.10000000000090144,33.663036107856634,9.360181622169655,3.492849839318465,0.0030000000005878376,0.010000000000180288,1133.1999999988593,87.61300000000257,12.200000000027028
8519,M23378,M,298.3,309.6,1681,27.1,194,0,0,0,0,0,0,2,298.26000000000005,309.52,1513.4,41.06,189.2,0.054772255755842596,0.1095445115021742,99.51281324532462,11.642723049184083,3.4928498393186227,0.0030000000005834322,0.012000000000249977,9902.799999998855,135.5530000000023,12.200000000028128
8520,L55699,L,298.3,309.6,1420,44.1,197,0,0,0,0,0,0,1,298.28000000000003,309.56000000000006,1508.0,40.46,191.6,0.04472135955645092,0.08944271910216371,104.61835403025061,11.32664999017813,3.9749213828740326,0.002000000000577364,0.008000000000388561,10944.999999998854,128.29300000000222,15.800000000029211
8521,M23380,M,298.3,309.5,1543,49.9,199,0,0,0,0,0,0,2,298.3,309.58000000000004,1528.0,41.36,194.0,7.547405621873347e-07,0.04472135955511031,98.4631910918941,11.977395376291222,4.123105625621332,5.69633316210854e-13,0.0020000000004574557,9694.999999998854,143.45800000000236,17.000000000030276
8522,L55701,L,298.4,309.5,1376,50.4,202,0,0,0,0,0,0,1,298.32,309.56000000000006,1497.8,45.26,196.6,0.04472135955626662,0.05477225575404163,119.71090175919171,10.840802553316932,4.277849927245161,0.0020000000005608795,0.003000000000386146,14330.699999998851,117.52300000000291,18.30000000003143
8523,H37936,H,298.3,309.4,1631,29.8,0,0,0,0,0,0,0,0,298.32000000000005,309.52,1530.2,40.260000000000005,158.4,0.04472135955626662,0.08366600265488702,131.32669187944563,11.102837475168327,88.59627531674236,0.0020000000005608795,0.007000000000247562,17246.69999999885,123.2730000000022,7849.300000000013
8524,H37937,H,298.3,309.3,1529,41.7,5,0,0,0,0,0,0,0,298.32000000000005,309.46000000000004,1499.8,43.17999999999999,120.6,0.04472135955626662,0.11401754251008658,102.01323443553221,8.356853474843426,107.83923219311234,0.0020000000005608795,0.0130000000000394,10406.699999998855,69.83700000000265,11629.299999999996
8525,L55704,L,298.3,309.4,1468,46.2,10,0,0,0,0,0,0,1,298.32,309.41999999999996,1509.4,43.6,83.2,0.04472135955626662,0.0836660026528008,94.61659473897197,8.46669947500221,107.14336190357282,0.0020000000005608795,0.006999999999898471,8952.299999998857,71.68500000000272,11479.699999999979
8526,L55705,L,298.3,309.4,1378,52.3,12,0,0,0,0,0,0,1,298.32,309.4,1476.4,44.080000000000005,45.8,0.04472135955626662,0.07071067811744405,107.82068447194564,8.966437419622286,87.44255257024443,0.0020000000005608795,0.004999999999828781,11625.29999999886,80.39700000000276,7646.199999999962
8527,L55706,L,298.3,309.3,1401,51.9,14,0,0,0,0,0,0,1,298.3,309.36,1481.4,44.38,8.2,7.547405621873347e-07,0.054772255747700574,102.44657144091676,9.25132422953616,5.674504383639532,5.69633316210854e-13,0.0029999999996915185,10495.29999999886,85.5870000000028,32.19999999994427
8528,L55707,L,298.4,309.3,1531,37.4,16,0,0,0,0,0,0,1,298.32,309.34000000000003,1461.4,45.9,11.4,0.04472135955626662,0.05477225574708956,70.81878281924126,6.460263152535122,4.219004621939365,0.0020000000005608795,0.0029999999996245855,5015.299999998862,41.735000000003026,17.799999999945722
8529,L55708,L,298.4,309.3,1512,35.8,18,0,0,0,0,0,0,1,298.34000000000003,309.34000000000003,1458.0,44.720000000000006,14.0,0.05477225575555719,0.05477225574708956,67.07085805324742,7.815817295715329,3.162277660159984,0.003000000000552168,0.0029999999996245855,4498.499999998864,61.087000000002874,9.999999999946905
8530,M23389,M,298.5,309.4,1522,47.4,20,0,0,0,0,0,0,2,298.38,309.34000000000003,1468.8,44.959999999999994,16.0,0.08366600265661465,0.05477225574708956,73.15531422937683,7.8906907175483,3.162277660160128,0.00700000000053665,0.0029999999996245855,5351.699999998865,62.26300000000291,9.999999999947812
8531,M23390,M,298.5,309.3,1615,31.8,23,0,0,0,0,0,0,2,298.41999999999996,309.32000000000005,1516.2,40.86,18.2,0.08366600265651614,0.044721359545063386,76.32627332707175,8.430776951147639,3.4928498393072687,0.007000000000520165,0.0019999999995588317,5825.699999998864,71.07800000000228,12.199999999948812
8532,L55711,L,298.6,309.3,1449,46.5,26,0,0,0,0,0,0,1,298.47999999999996,309.32,1525.8,39.78,20.6,0.08366600265636837,0.044721359545063386,59.34391291445873,6.863089683225923,3.974921382864057,0.007000000000495438,0.0019999999995588317,3521.699999998861,47.10200000000211,15.799999999949907
8533,L55712,L,298.6,309.4,1315,55.5,28,0,0,0,0,0,0,1,298.52000000000004,309.34000000000003,1482.6,43.4,23.0,0.08366600265625457,0.054772255747089556,110.86613549681822,9.543846184846164,4.123105625611719,0.007000000000476396,0.002999999999624585,12291.299999998857,91.08500000000268,16.999999999951
8534,M23393,M,298.6,309.4,1465,41.1,30,0,0,0,0,0,0,2,298.56,309.36,1473.2,44.459999999999994,25.4,0.05477225575465041,0.05477225574770057,109.73695822282872,8.750028571382087,3.974921382864332,0.003000000000452835,0.002999999999691518,12042.199999998857,76.56300000000284,15.799999999952092
8535,M23394,M,298.6,309.5,1404,43.3,33,0,0,0,0,0,0,2,298.58000000000004,309.38,1449.6,43.64,28.0,0.04472135955493758,0.08366600265197405,109.30599251641631,8.596394593083934,3.807886552925819,0.0020000000004420063,0.006999999999760128,11947.799999998857,73.89800000000271,14.499999999953275
8536,L55715,L,298.6,309.5,1547,44.8,36,0,0,0,0,0,0,1,298.6,309.41999999999996,1436.0,46.239999999999995,30.6,6.570522016554505e-07,0.08366600265280462,85.14105942492642,5.544186144061464,3.9749213828646295,4.317175957002747e-13,0.00699999999989911,7248.999999998852,30.738000000003126,15.799999999954458
8537,M23396,M,298.6,309.5,1426,45.4,38,0,0,0,0,0,0,2,298.6,309.46,1431.4,46.019999999999996,33.0,6.570522016554505e-07,0.05477225575089574,84.88403854670707,5.553107238294889,4.123105625612271,4.317175957002747e-13,0.0030000000000415315,7205.299999998852,30.837000000003094,16.999999999955556
8538,L55717,L,298.6,309.5,1730,30.2,41,0,0,0,0,0,0,1,298.6,309.47999999999996,1514.4,40.959999999999994,35.6,6.570522016554505e-07,0.0447213595512574,132.27736011880054,6.239631399369862,4.277849927236432,4.317175957002747e-13,0.0020000000001128416,17497.299999998842,38.9330000000023,18.299999999956746
8539,L55718,L,298.5,309.4,1548,37.7,43,0,0,0,0,0,0,1,298.58000000000004,309.48,1531.0,40.28,38.2,0.04472135955493758,0.0447213595512574,129.711217710724,6.403670822270785,3.9623225512264812,0.0020000000004420063,0.0020000000001128416,16824.99999999884,41.00700000000219,15.699999999957932
8540,L55719,L,298.5,309.4,1517,40.2,45,0,0,0,0,0,0,1,298.56,309.46,1553.6,39.660000000000004,40.6,0.05477225575465041,0.05477225575089575,110.46854755992241,6.184496745896315,3.646916505756476,0.003000000000452835,0.003000000000041532,12203.299999998839,38.2480000000021,13.299999999959024
8541,L55720,L,298.6,309.5,1687,29.3,47,0,0,0,0,0,0,1,298.56000000000006,309.46,1581.6,36.56,42.8,0.05477225575465041,0.05477225575089575,125.1451157656536,6.816377336973186,3.4928498393088736,0.003000000000452835,0.003000000000041532,15661.299999998842,46.463000000001664,12.199999999960024
8542,L55721,L,298.5,309.5,1738,25.2,49,0,0,0,0,0,0,1,298.54,309.46,1644.0,32.52,45.0,0.05477225575475419,0.05477225575089575,104.1945296068793,6.227921001425846,3.162277660162217,0.0030000000004642034,0.003000000000041532,10856.499999998847,38.787000000001115,9.999999999961027
8543,H37956,H,298.4,309.4,1512,35.3,51,0,0,0,0,0,0,0,298.5,309.44,1600.4,33.540000000000006,47.0,0.07071067812211392,0.05477225575024971,104.8203224570448,6.170332243891025,3.162277660162362,0.0050000000004892,0.002999999999970762,10987.29999999885,38.07300000000125,9.999999999961943
8544,M23403,M,298.5,309.4,1365,48.7,56,0,0,0,0,0,0,2,298.5,309.43999999999994,1563.8,35.739999999999995,49.6,0.07071067812211392,0.05477225575024971,149.93231806384787,9.227838316745778,4.219004621941428,0.0050000000004892,0.002999999999970762,22479.699999998847,85.15300000000157,17.799999999963134
8545,H37958,H,298.5,309.4,2011,21.0,59,0,0,0,0,0,0,0,298.5,309.44,1662.6,31.9,52.4,0.07071067812211392,0.05477225575024971,244.39169380320365,10.773346740915796,4.9799598391919195,0.0050000000004892,0.002999999999970762,59727.29999999885,116.06500000000102,24.799999999964406
8546,L55725,L,298.4,309.3,1806,27.6,64,0,0,0,0,0,0,1,298.46,309.4,1686.4,31.560000000000002,55.8,0.05477225575516931,0.0707106781174531,253.00454541371158,10.901972298625648,6.058052492341573,0.0030000000005096774,0.0049999999998300605,64011.299999998846,118.85300000000097,36.69999999996595
8547,L55726,L,298.4,309.3,1716,28.4,66,0,0,0,0,0,0,1,298.43999999999994,309.36,1682.0,32.2,59.2,0.054772255755273086,0.05477225574771225,252.0724102316611,10.52259473704091,6.058052492341701,0.003000000000521046,0.002999999999692798,63540.49999999885,110.72500000000106,36.69999999996749
8548,M23407,M,298.4,309.4,1666,24.3,68,0,0,0,0,0,0,2,298.44,309.36,1712.8,30.0,62.6,0.054772255755273086,0.05477225574771225,234.9333948164859,10.857025375304266,4.979959839192384,0.003000000000521046,0.002999999999692798,55193.69999999885,117.87500000000074,24.79999999996904
8549,L55728,L,298.5,309.4,1578,36.3,71,0,0,0,0,0,0,1,298.44,309.36,1755.4,27.52,65.6,0.054772255755273086,0.05477225574771225,165.00545445529627,5.717254585900501,4.505552130424238,0.003000000000521046,0.002999999999692798,27226.799999998853,32.68700000000031,20.299999999970396
8550,L55729,L,298.3,309.3,1558,37.2,73,0,0,0,0,0,0,1,298.4,309.34,1664.8,30.76,68.4,0.07071067812250581,0.05477225574710124,101.85872569396723,5.68884874117785,3.6469165057582074,0.005000000000544622,0.002999999999625865,10375.19999999886,32.36300000000081,13.299999999971654
8551,L55730,L,298.3,309.2,1456,45.5,75,0,0,0,0,0,0,1,298.38,309.32,1594.8,34.339999999999996,70.6,0.08366600265673907,0.08366600265076896,100.82261651037855,8.256088662314701,3.6469165057583433,0.007000000000557468,0.0069999999995584775,10165.199999998857,68.16300000000135,13.299999999972643
8552,M23411,M,298.2,309.1,1457,49.0,77,0,0,0,0,0,0,2,298.34000000000003,309.28000000000003,1543.0,38.46,72.8,0.11401754251248072,0.13038404810182086,88.80315309716686,9.583997078463764,3.492849839310823,0.013000000000585349,0.016999999999417932,7885.999999998855,91.85300000000197,12.199999999973642
8553,L55732,L,298.2,309.1,1467,44.5,80,0,0,0,0,0,0,1,298.3,309.21999999999997,1503.2,42.5,75.2,0.12247448714165846,0.1303840481010361,59.73022685373676,5.5176987956939625,3.4928498393109804,0.015000000000612263,0.016999999999213297,3567.6999999988557,30.445000000002608,12.199999999974741
8554,M23413,M,298.1,309.0,1661,38.2,82,0,0,0,0,0,0,2,298.21999999999997,309.14,1519.8,42.88,77.4,0.08366600265733948,0.1140175425053164,89.72012037441132,5.0276236931578975,3.6469165057587674,0.0070000000006579365,0.012999999998951633,8049.699999998858,25.277000000002655,13.299999999975737
8555,L55734,L,298.1,309.0,1592,33.9,85,0,0,0,0,0,0,1,298.18,309.08000000000004,1526.6,42.22,79.8,0.08366600265749065,0.08366600264594048,94.50026454988821,6.068525356295596,3.9623225512288665,0.007000000000683231,0.006999999998750521,8930.299999998859,36.827000000002585,15.699999999976834
8556,L55735,L,298.2,309.0,1596,37.2,87,0,0,0,0,0,0,1,298.16,309.04,1554.6,40.56,82.2,0.054772255756877136,0.05477225573791985,88.92862306366192,6.082187106625572,3.9623225512290055,0.0030000000006967604,0.002999999998620094,7908.299999998862,36.99300000000235,15.699999999977933
8557,L55736,L,298.2,309.0,1489,40.6,89,0,0,0,0,0,0,1,298.15999999999997,309.02,1561.0,38.88000000000001,84.6,0.054772255756877136,0.044721359533839974,80.94133678163998,3.9568927203049262,3.6469165057592168,0.0030000000006967604,0.0019999999985549797,6551.499999998865,15.65700000000212,13.299999999979017
8558,L55737,L,298.3,309.0,1471,48.3,91,0,0,0,0,0,0,1,298.18,309.0,1561.8,39.64,86.8,0.08366600265749065,0.0,79.79160356828821,5.4058301860123406,3.4928498393117353,0.007000000000683231,0.0,6366.699999998864,29.223000000002216,12.199999999980015
8559,M23418,M,298.3,309.0,1505,41.3,93,0,0,0,0,0,0,2,298.22,309.0,1530.6,40.260000000000005,89.0,0.0836660026573174,0.0,59.12951885478912,5.377080992509068,3.1622776601653797,0.0070000000006542416,0.0,3496.2999999988615,28.913000000002306,9.999999999981029
